Year,Sexe,Edat,GeoCode,Value
2016,,,,9.7
2015,,,,11.7
2018,,,,11.5
2017,,,,9.9
2016,,,,11.1
2015,,,,15.4
2018,,,,14.8
2017,,,,16.3
2016,,,,19.9
2015,,,,21.3
2018,,,,11.1
2017,,,,15.0
2016,,,,15.1
2015,,,,16.4
2018,,,,14.8
2017,,,,18.2
2016,,,,16.9
2015,,,,17.0
2018,,,,11.9
2017,,,,12.8
2016,,,,11.7
2015,,,,14.8
2018,,,,9.2
2017,,,,10.4
2016,,,,13.2
2015,,,,12.7
2018,,,,7.5
2017,,,,9.0
2016,,,,10.2
2015,,,,10.7
2018,,,,12.2
2017,,,,13.3
2016,,,,16.0
2015,,,,17.0
2018,,,,13.8
2017,,,,14.2
2016,,,,19.3
2015,,,,21.4
2018,,,,9.4
2017,,,,10.4
2016,,,,10.4
2015,,,,10.3
2018,,,,5.8
2017,,,,5.0
2016,,,,7.3
2015,,,,7.2
2018,,,,8.5
2017,,,,9.3
2016,,,,12.7
2015,,,,11.3
2018,,,,5.8
2017,,,,6.2
2016,,,,6.8
2015,,,,10.3
2018,,,,4.3
2017,,,,5.0
2016,,,,7.4
2015,,,,6.9
2018,,,,6.4
2017,,,,7.8
2016,,,,8.2
2015,,,,7.8
2018,,,,6.7
2017,,,,8.1
2016,,,,10.1
2015,,,,11.6
2018,,,,7.0
2017,,,,7.2
2016,,,,8.8
2015,,,,9.1
2018,,,,15.7
2017,,,,16.4
2016,,,,19.3
2015,,,,16.9
2018,,,,10.1
2017,,,,10.5
2016,,,,14.3
2015,,,,14.9
2018,,,,10.5
2017,,,,12.8
2016,,,,13.8
2015,,,,13.6
2018,,,,20.8
2017,,,,23.9
2016,,,,25.6
2015,,,,25.1
2018,,,,18.3
2017,,,,21.5
2016,,,,23.1
2015,,,,24.2
2018,,,,20.6
2017,,,,19.7
2016,,,,21.3
2015,,,,18.1
2018,,,,24.9
2017,,,,31.2
2016,,,,27.7
2015,,,,31.4
2018,,,,19.3
2017,,,,21.3
2016,,,,20.2
2015,,,,22.8
2018,,,,7.0
2017,,,,10.6
2016,,,,12.5
2015,,,,12.2
2018,,,,7.4
2017,,,,8.5
2016,,,,9.0
2015,,,,8.6
2018,,,,23.3
2017,,,,26.9
2016,,,,22.0
2015,,,,25.4
2018,,,,7.4
2017,,,,6.3
2016,,,,8.9
2015,,,,11.3
2018,,,,9.9
2017,,,,10.6
2016,,,,12.7
2015,,,,12.4
2018,,,,7.7
2017,,,,10.0
2016,,,,6.3
2015,,,,10.2
2018,,,,4.5
2017,,,,6.8
2016,,,,10.1
2015,,,,9.3
2018,,,,7.2
2017,,,,6.1
2016,,,,6.8
2015,,,,9.8
2018,,,,4.4
2017,,,,6.5
2016,,,,6.4
2015,,,,7.3
2018,,,,5.1
2017,,,,5.8
2016,,,,9.3
2015,,,,9.1
2018,,,,6.4
2017,,,,8.2
2016,,,,8.3
2015,,,,9.0
2018,,,,7.0
2017,,,,6.4
2016,,,,6.8
2015,,,,7.6
2018,,,,3.6
2017,,,,6.4
2016,,,,7.0
2015,,,,5.0
2018,,,,9.7
2017,,,,9.4
2016,,,,9.7
2015,,,,10.3
2018,,,,10.0
2017,,,,11.5
2016,,,,10.0
2015,,,,13.3
2018,,,,16.8
2017,,,,16.7
2016,,,,21.0
2015,,,,22.6
2018,,,,24.4
2017,,,,24.7
2016,,,,30.4
2015,,,,30.1
2018,,,,7.6
2017,,,,6.9
2016,,,,9.1
2015,,,,10.3
2018,,,,11.1
2017,,,,8.6
2016,,,,8.9
2015,,,,10.5
2018,,,,5.6
2017,,,,6.2
2016,,,,7.2
2015,,,,8.1
2018,,,,19.0
2017,,,,6.6
2016,,,,9.4
2015,,,,10.6
2018,,,,8.5
2017,,,,8.1
2016,,,,10.6
2015,,,,11.3
2017,,,,24.0
2016,,,,26.7
2015,,,,27.2
2018,,,,12.0
2017,,,,13.7
2016,,,,15.4
2015,,,,13.8
2018,,,,6.1
2017,,,,8.5
2016,,,,8.3
2015,,,,9.4
2018,,,,23.3
2017,,,,24.5
2016,,,,25.9
2015,,,,24.9
2018,,,,8.9
2017,,,,9.4
2016,,,,12.2
2015,,,,12.2
2018,,,,12.4
2017,,,,14.6
2016,,,,15.7
2015,,,,20.6
2018,,,,11.4
2017,,,,13.4
2016,,,,13.2
2015,,,,14.4
2018,,,,11.0
2017,,,,14.2
2016,,,,12.7
2015,,,,17.3
2018,,,,19.2
2017,,,,23.1
2016,,,,23.9
2015,,,,23.6
2018,,,,29.1
2017,,,,34.7
2016,,,,36.9
2015,,,,35.6
2018,,,,24.3
2017,,,,25.9
2016,,,,29.5
2015,,,,33.3
2018,,,,12.0
2017,,,,15.4
2016,,,,17.5
2015,,,,18.1
2017,,,,12.2
2016,,,,21.7
2015,,,,15.9
2018,,,,10.6
2017,,,,12.1
2016,,,,9.2
2015,,,,8.6
2018,,,,9.4
2017,,,,9.2
2016,,,,14.0
2015,,,,16.9
2018,,,,9.9
2017,,,,10.8
2016,,,,11.9
2015,,,,14.7
2018,,,,7.9
2017,,,,12.6
2016,,,,16.7
2015,,,,16.4
2018,,,,30.8
2017,,,,32.6
2016,,,,30.1
2015,,,,36.8
2018,,,,4.8
2017,,,,7.2
2016,,,,8.5
2015,,,,8.4
2018,,,,5.1
2017,,,,7.1
2016,,,,8.4
2015,,,,8.5
2018,,,,12.2
2017,,,,10.9
2016,,,,10.1
2015,,,,15.3
2018,,,,17.8
2017,,,,17.7
2016,,,,18.7
2015,,,,22.9
2018,,,,16.1
2017,,,,18.6
2016,,,,18.1
2015,,,,19.9
2018,,,,11.9
2017,,,,13.1
2016,,,,13.7
2015,,,,14.8
2018,,,,11.4
2017,,,,16.5
2016,,,,15.9
2015,,,,16.0
2018,,,,4.3
2017,,,,7.4
2016,,,,6.5
2015,,,,5.5
2018,,,,7.0
2017,,,,7.7
2016,,,,8.6
2015,,,,9.5
2018,,,,27.2
2017,,,,24.4
2016,,,,29.7
2015,,,,34.6
2018,,,,19.1
2017,,,,23.7
2016,,,,23.3
2015,,,,28.3
2018,,,,18.3
2017,,,,20.3
2016,,,,23.1
2015,,,,22.0
2018,,,,14.7
2017,,,,19.7
2016,,,,20.1
2015,,,,18.9
2018,,,,17.5
2017,,,,19.4
2016,,,,21.6
2015,,,,21.9
2018,,,,15.5
2017,,,,18.0
2016,,,,18.0
2015,,,,18.9
2018,,,,7.2
2017,,,,9.3
2016,,,,12.1
2015,,,,12.1
2018,,,,4.8
2017,,,,8.3
2016,,,,8.6
2015,,,,7.6
2018,,,,5.7
2017,,,,4.7
2016,,,,5.0
2015,,,,6.1
2018,,,,6.6
2017,,,,6.6
2016,,,,8.8
2015,,,,8.7
2018,,,,6.2
2017,,,,7.3
2016,,,,9.6
2015,,,,10.1
2018,,,,7.7
2017,,,,8.5
2016,,,,11.0
2015,,,,11.9
2018,,,,12.2
2017,,,,13.1
2016,,,,15.5
2015,,,,16.2
2018,,,,8.8
2017,,,,7.1
2016,,,,11.9
2015,,,,12.7
2018,,,,11.5
2017,,,,13.7
2016,,,,16.7
2015,,,,15.0
2018,,,,13.2
2017,,,,17.2
2016,,,,15.8
2015,,,,15.6
2018,,,,7.7
2017,,,,7.7
2016,,,,8.7
2015,,,,10.0
2018,,,,9.2
2017,,,,9.2
2016,,,,9.5
2015,,,,8.3
2018,,,,10.1
2017,,,,11.5
2016,,,,10.2
2015,,,,13.4
2018,,,,15.1
2017,,,,14.5
2016,,,,18.1
2015,,,,19.4
2018,,,,10.4
2017,,,,13.7
2016,,,,12.2
2015,,,,12.5
2018,,,,8.3
2017,,,,8.3
2016,,,,10.1
2015,,,,12.3
2018,,,,11.9
2017,,,,13.6
2016,,,,16.5
2015,,,,16.6
2018,,,,13.3
2017,,,,17.0
2016,,,,18.4
2015,,,,23.8
2018,,,,6.1
2017,,,,7.0
2016,,,,7.9
2015,,,,6.6
2018,,,,9.9
2017,,,,11.6
2016,,,,11.8
2015,,,,14.6
2018,,,,9.4
2017,,,,12.1
2016,,,,13.4
2015,,,,11.7
2018,,,,6.1
2017,,,,6.8
2016,,,,7.7
2015,,,,7.3
2018,,,,10.1
2017,,,,8.8
2016,,,,12.5
2015,,,,13.2
2018,,,,7.4
2017,,,,9.8
2016,,,,10.8
2015,,,,10.4
2018,,,,8.0
2017,,,,8.5
2016,,,,9.8
2015,,,,11.2
2018,,,,6.7
2017,,,,8.3
2016,,,,10.2
2015,,,,10.5
2018,,,,9.3
2017,,,,11.8
2016,,,,9.2
2015,,,,12.9
2018,,,,19.7
2017,,,,17.8
2016,,,,23.7
2015,,,,27.0
2018,,,,8.4
2017,,,,9.9
2016,,,,12.6
2015,,,,14.2
2018,,,,12.6
2017,,,,14.2
2016,,,,15.8
2015,,,,19.1
2018,,,,9.1
2017,,,,9.3
2016,,,,9.4
2015,,,,11.1
2018,,,,10.5
2017,,,,15.2
2016,,,,13.2
2015,,,,16.8
2018,,,,14.3
2017,,,,20.0
2016,,,,18.6
2015,,,,20.5
2018,,,,5.6
2017,,,,6.8
2016,,,,8.4
2015,,,,10.8
2018,,,,11.4
2017,,,,14.0
2016,,,,17.6
2015,,,,15.5
2018,,,,8.9
2017,,,,10.0
2016,,,,11.8
2015,,,,13.5
2018,,,,10.8
2017,,,,11.8
2016,,,,9.9
2015,,,,11.5
2018,,,,4.8
2017,,,,5.4
2016,,,,5.1
2015,,,,7.5
2018,,,,3.9
2017,,,,3.9
2016,,,,5.1
2015,,,,6.5
2018,,,,7.6
2017,,,,6.4
2016,,,,7.5
2015,,,,9.0
2018,,,,5.3
2017,,,,6.6
2016,,,,7.6
2015,,,,7.3
2018,,,,4.8
2017,,,,6.3
2016,,,,8.2
2015,,,,7.8
2018,,,,6.8
2017,,,,7.9
2016,,,,9.5
2015,,,,7.8
2018,,,,6.4
2017,,,,7.9
2016,,,,7.8
2015,,,,8.8
2018,,,,5.5
2017,,,,5.3
2016,,,,5.7
2015,,,,7.4
2018,,,,4.2
2017,,,,5.4
2016,,,,5.2
2015,,,,5.9
2018,,,,3.0
2017,,,,5.4
2016,,,,6.3
2015,,,,7.8
2018,,,,5.4
2017,,,,9.1
2016,,,,8.1
2015,,,,12.2
2018,,,,8.0
2017,,,,8.8
2016,,,,8.9
2015,,,,9.6
2018,,,,6.2
2017,,,,5.1
2016,,,,6.5
2015,,,,7.2
2018,,,,5.6
2017,,,,4.9
2016,,,,4.1
2015,,,,7.2
2018,,,,15.3
2017,,,,14.3
2016,,,,14.2
2015,,,,16.4
2018,,,,5.9
2017,,,,6.6
2016,,,,6.5
2015,,,,7.1
2018,,,,10.5
2017,,,,11.0
2016,,,,11.2
2015,,,,13.7
2018,,,,8.5
2017,,,,9.3
2016,,,,10.4
2015,,,,9.8
2018,,,,10.6
2017,,,,14.7
2016,,,,13.7
2015,,,,13.5
2018,,,,3.1
2017,,,,3.8
2016,,,,4.7
2015,,,,4.2
2018,,,,5.0
2017,,,,6.1
2016,,,,11.2
2015,,,,12.8
2018,,,,7.0
2017,,,,8.5
2016,,,,9.1
2015,,,,8.8
2018,,,,3.8
2017,,,,3.1
2016,,,,6.1
2015,,,,7.4
2018,,,,8.6
2017,,,,10.4
2016,,,,11.4
2015,,,,10.4
2018,,,,8.0
2017,,,,7.4
2016,,,,7.4
2015,,,,7.1
2018,,,,24.7
2017,,,,29.7
2016,,,,31.3
2015,,,,32.3
2018,,,,10.1
2017,,,,11.3
2016,,,,13.1
2015,,,,12.6
2018,,,,6.9
2017,,,,8.7
2016,,,,8.1
2015,,,,8.0
2018,,,,6.1
2017,,,,7.6
2016,,,,5.0
2015,,,,6.7
2018,,,,5.2
2017,,,,6.9
2016,,,,7.2
2015,,,,8.6
2018,,,,4.5
2017,,,,3.9
2016,,,,6.2
2015,,,,6.5
2018,,,,3.7
2017,,,,6.8
2016,,,,7.4
2015,,,,8.4
2018,,,,5.2
2017,,,,6.8
2016,,,,7.6
2015,,,,7.4
2018,,,,6.9
2017,,,,6.0
2016,,,,7.7
2015,,,,6.7
2018,,,,3.1
2017,,,,2.9
2016,,,,5.1
2015,,,,6.2
2018,,,,5.2
2017,,,,5.5
2016,,,,7.0
2015,,,,6.2
2018,,,,5.9
2017,,,,7.7
2016,,,,6.7
2015,,,,6.4
2018,,,,5.1
2017,,,,4.3
2016,,,,5.9
2015,,,,6.9
2018,,,,5.9
2017,,,,6.2
2016,,,,4.6
2015,,,,5.1
2018,,,,3.6
2017,,,,4.4
2016,,,,5.0
2015,,,,5.5
2018,,,,9.0
2017,,,,10.4
2016,,,,11.1
2015,,,,10.1
2018,,,,11.9
2017,,,,11.8
2016,,,,16.6
2015,,,,14.9
2018,,,,5.8
2017,,,,7.2
2016,,,,7.1
2015,,,,5.1
2018,,,,8.8
2017,,,,12.2
2016,,,,13.4
2015,,,,15.4
2018,,,,12.5
2017,,,,12.7
2016,,,,14.5
2015,,,,18.2
2018,,,,11.1
2017,,,,12.1
2016,,,,12.0
2015,,,,14.8
2018,,,,9.3
2017,,,,8.7
2016,,,,11.8
2015,,,,9.9
2018,,,,8.3
2017,,,,8.3
2016,,,,8.7
2015,,,,10.6
2018,,,,11.9
2017,,,,13.0
2016,,,,12.7
2015,,,,15.1
2018,,,,15.8
2017,,,,17.2
2016,,,,18.8
2015,,,,21.3
2018,,,,11.9
2017,,,,11.7
2016,,,,14.2
2015,,,,15.5
2018,,,,5.2
2017,,,,5.3
2016,,,,5.1
2015,,,,6.1
2018,,,,11.7
2017,,,,11.5
2016,,,,12.6
2015,,,,11.8
2018,,,,12.9
2017,,,,16.3
2016,,,,15.3
2015,,,,16.6
2018,,,,8.6
2017,,,,7.4
2016,,,,8.1
2015,,,,9.0
2018,,,,3.8
2017,,,,6.3
2016,,,,6.1
2015,,,,6.1
2018,,,,4.1
2017,,,,5.6
2016,,,,6.8
2015,,,,7.1
2018,,,,3.3
2017,,,,3.1
2016,,,,3.3
2015,,,,4.0
2018,,,,4.6
2017,,,,5.1
2016,,,,6.9
2015,,,,6.7
2018,,,,5.0
2017,,,,5.1
2016,,,,6.7
2015,,,,7.9
2018,,,,4.0
2017,,,,4.5
2016,,,,5.4
2015,,,,7.1
2018,,,,24.7
2017,,,,24.8
2016,,,,27.0
2015,,,,27.2
2018,,,,10.6
2017,,,,12.6
2016,,,,14.3
2015,,,,12.3
2018,,,,9.8
2017,,,,10.6
2016,,,,10.5
2015,,,,12.9
2018,,,,12.1
2017,,,,10.9
2016,,,,12.3
2015,,,,10.4
2018,,,,20.6
2017,,,,23.0
2016,,,,24.2
2015,,,,27.7
2018,,,,13.6
2017,,,,14.6
2016,,,,18.0
2015,,,,21.5
2018,,,,17.8
2017,,,,21.0
2016,,,,27.1
2015,,,,22.7
2018,,,,27.7
2017,,,,29.0
2016,,,,30.8
2015,,,,34.1
2018,,,,17.8
2017,,,,19.4
2016,,,,23.3
2015,,,,26.2
2018,,,,21.4
2017,,,,23.1
2016,,,,23.6
2015,,,,22.2
2018,,,,13.2
2017,,,,15.7
2016,,,,15.2
2015,,,,16.0
2018,,,,12.4
2017,,,,13.4
2016,,,,12.0
2015,,,,10.8
2018,,,,14.8
2017,,,,15.7
2016,,,,21.0
2015,,,,18.5
2018,,,,11.6
2017,,,,10.3
2016,,,,13.5
2015,,,,15.9
2018,,,,13.1
2017,,,,17.3
2016,,,,18.1
2015,,,,18.4
2018,,,,14.8
2017,,,,16.0
2016,,,,19.1
2015,,,,21.1
2018,,,,6.4
2017,,,,7.9
2016,,,,10.3
2015,,,,9.3
2018,,,,9.5
2017,,,,11.5
2016,,,,18.2
2015,,,,14.0
2018,,,,12.1
2017,,,,17.3
2016,,,,22.4
2015,,,,19.5
2018,,,,11.1
2017,,,,13.7
2016,,,,14.3
2015,,,,15.0
2018,,,,13.7
2017,,,,16.8
2016,,,,19.4
2015,,,,20.4
2018,,,,8.7
2017,,,,11.2
2016,,,,15.1
2015,,,,14.2
2018,,,,4.9
2017,,,,8.0
2016,,,,9.1
2015,,,,11.1
2018,,,,12.5
2017,,,,18.2
2016,,,,20.4
2015,,,,21.5
2018,,,,18.2
2017,,,,15.9
2016,,,,22.2
2015,,,,21.7
2018,,,,16.7
2017,,,,17.9
2016,,,,18.8
2015,,,,16.3
2018,,,,5.0
2017,,,,5.8
2016,,,,6.6
2015,,,,6.8
2018,,,,3.9
2017,,,,4.3
2016,,,,4.0
2015,,,,8.4
2018,,,,5.8
2017,,,,6.2
2016,,,,6.0
2015,,,,9.1
2018,,,,10.4
2017,,,,8.1
2016,,,,10.4
2015,,,,12.0
2018,,,,9.2
2017,,,,8.2
2016,,,,16.9
2015,,,,17.9
2018,,,,6.0
2017,,,,7.3
2016,,,,7.2
2015,,,,9.0
2018,,,,3.5
2017,,,,4.1
2016,,,,4.3
2015,,,,5.7
2018,,,,1.6
2017,,,,1.6
2016,,,,1.2
2015,,,,2.5
2018,,,,13.0
2017,,,,14.3
2016,,,,17.1
2015,,,,19.9
2018,,,,4.8
2017,,,,5.4
2016,,,,6.5
2015,,,,6.5
2018,,,,2.5
2017,,,,3.3
2016,,,,4.6
2015,,,,4.2
2018,,,,7.0
2017,,,,13.1
2016,,,,11.7
2015,,,,14.1
2018,,,,2.5
2017,,,,3.7
2016,,,,5.1
2015,,,,5.6
2018,,,,11.1
2017,,,,10.8
2016,,,,12.9
2015,,,,13.4
2018,,,,13.0
2017,,,,12.8
2016,,,,12.8
2015,,,,14.3
2018,,,,11.7
2017,,,,12.6
2016,,,,14.9
2015,,,,16.2
2018,,,,15.0
2017,,,,15.2
2016,,,,19.4
2015,,,,19.7
2018,,,,11.3
2017,,,,14.4
2016,,,,17.0
2015,,,,14.3
2018,,,,14.9
2017,,,,16.2
2016,,,,15.8
2015,,,,15.4
2018,,,,15.4
2017,,,,19.6
2016,,,,19.6
2015,,,,20.2
2018,,,,20.2
2017,,,,20.3
2016,,,,24.7
2015,,,,25.8
2018,,,,9.5
2017,,,,13.6
2016,,,,11.4
2015,,,,11.3
2018,,,,11.2
2017,,,,12.3
2016,,,,12.7
2015,,,,16.4
2018,,,,14.4
2017,,,,18.3
2016,,,,18.8
2015,,,,21.6
2018,,,,19.2
2017,,,,20.9
2016,,,,20.4
2015,,,,21.1
2018,,,,4.7
2017,,,,6.0
2016,,,,9.5
2015,,,,9.0
2018,,,,5.6
2017,,,,5.4
2016,,,,8.6
2015,,,,7.5
2018,,,,7.8
2017,,,,7.5
2016,,,,9.0
2015,,,,9.8
2018,,,,5.9
2017,,,,7.7
2016,,,,8.3
2015,,,,9.4
2018,,,,6.4
2017,,,,11.4
2016,,,,12.9
2015,,,,14.0
2018,,,,9.3
2017,,,,9.6
2016,,,,12.4
2015,,,,11.0
2018,,,,14.6
2017,,,,14.9
2016,,,,16.1
2015,,,,20.4
2018,,,,12.1
2017,,,,14.8
2016,,,,16.9
2015,,,,21.4
2018,,,,16.1
2017,,,,19.1
2016,,,,20.2
2015,,,,17.2
2018,,,,14.1
2017,,,,15.4
2016,,,,16.1
2015,,,,17.9
2018,,,,4.9
2017,,,,6.2
2016,,,,7.6
2015,,,,8.5
2018,,,,7.0
2017,,,,10.0
2016,,,,11.9
2015,,,,12.1
2018,,,,8.4
2017,,,,11.1
2016,,,,13.3
2015,,,,12.2
2018,,,,7.6
2017,,,,7.6
2016,,,,10.3
2015,,,,13.5
2018,,,,5.1
2017,,,,5.6
2016,,,,5.9
2015,,,,6.4
2018,,,,3.9
2017,,,,4.4
2016,,,,4.9
2015,,,,5.5
2018,,,,4.5
2017,,,,4.5
2016,,,,5.0
2015,,,,6.1
2018,,,,7.2
2017,,,,5.4
2016,,,,6.6
2015,,,,7.0
2018,,,,3.1
2017,,,,5.0
2016,,,,5.6
2015,,,,6.5
2018,,,,5.4
2017,,,,6.7
2016,,,,8.0
2015,,,,10.8
2018,,,,10.5
2017,,,,10.1
2016,,,,14.1
2015,,,,11.9
2018,,,,4.9
2017,,,,6.0
2016,,,,7.6
2015,,,,8.5
2018,,,,3.8
2017,,,,5.0
2016,,,,4.6
2015,,,,5.3
2018,,,,7.7
2017,,,,7.2
2016,,,,10.2
2015,,,,11.6
2018,,,,7.8
2017,,,,5.7
2016,,,,8.9
2015,,,,8.9
2018,,,,9.1
2017,,,,9.5
2016,,,,12.1
2015,,,,15.7
2018,,,,11.3
2017,,,,14.1
2016,,,,17.2
2015,,,,17.2
2018,,,,9.3
2017,,,,11.0
2016,,,,11.7
2015,,,,13.7
2018,,,,15.3
2017,,,,15.4
2016,,,,14.9
2015,,,,18.5
2018,,,,17.5
2017,,,,19.8
2016,,,,18.7
2015,,,,23.3
2018,,,,12.0
2017,,,,12.3
2016,,,,13.3
2015,,,,13.9
2018,,,,15.3
2017,,,,14.5
2016,,,,16.7
2015,,,,19.6
2018,,,,10.4
2017,,,,10.7
2016,,,,14.0
2015,,,,13.4
2018,,,,11.9
2017,,,,12.3
2016,,,,16.2
2015,,,,18.1
2018,,,,6.9
2017,,,,8.4
2016,,,,9.5
2015,,,,8.5
2018,,,,11.3
2017,,,,10.8
2016,,,,15.4
2015,,,,10.7
2018,,,,7.5
2017,,,,8.8
2016,,,,8.7
2015,,,,10.0
2018,,,,6.7
2017,,,,10.3
2016,,,,10.8
2015,,,,14.0
2018,,,,6.2
2017,,,,5.7
2016,,,,8.6
2015,,,,7.5
2018,,,,5.1
2017,,,,6.9
2016,,,,8.6
2015,,,,9.7
2018,,,,3.2
2017,,,,5.1
2016,,,,7.4
2015,,,,7.7
2018,,,,9.1
2017,,,,8.2
2016,,,,8.9
2015,,,,10.4
2018,,,,3.5
2017,,,,2.5
2016,,,,3.5
2015,,,,4.0
2018,,,,25.3
2017,,,,26.5
2016,,,,30.6
2015,,,,29.3
2018,,,,15.6
2017,,,,17.8
2016,,,,17.7
2015,,,,21.0
2018,,,,9.8
2017,,,,9.6
2016,,,,12.5
2015,,,,12.3
2018,,,,8.2
2017,,,,8.6
2016,,,,12.6
2015,,,,12.7
2018,,,,5.9
2017,,,,6.7
2016,,,,10.1
2015,,,,10.6
2018,,,,6.7
2017,,,,8.9
2016,,,,10.7
2015,,,,10.2
